མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
,,471,9,《པེ་》《སྣར་》,pའཇིག་རྟེན་གྱི་ཁམས་གཞན་དག་གི་སེམས་ཅན་དམྱལ་བ་ཆེན་པོ་དག་ཏུ་འཕངས་པར་འགྱུར་ཏེ། དེ་དག་ཏུ་སྐྱེ་བར་འགྱུར། ......མེས་ཡོངས་སུ་འཇིག་པའམ། ཆུས་ཡོངས་སུ་འཇིག་པའམ། རླུང་གིས་ཡོངས་སུ་འཇིག་པ་འབྱུང་སྟེ། དེ་དག་དེ་ལྟར་མེས་ཡོངས་སུ་འཇིག་པའམ། ཆུས་ཡོངས་སུ་འཇིག་པའམ། རླུང་གི་ཡོངས་སུ་འཇིག་པ་འབྱུང་བའི་ཚེ་ཡང་། (ཞེས་པའི་གཡུང་དྲུང་རྟགས་བར་གྱི་ཡི་གེ་འདི་རྣམས《པེ་》《སྣར་》ལ་སླར་ཡང་བསྐྱར་ཟློས་སུ་འཁོད་འདུག),
,,472,10,《པེ་》《སྣར་》,འཕང་བར།,
,73,473,1,《པེ་》《སྣར་》,སྐྱེ་སྟེ།,
,,474,2,《པེ་》《སྣར་》,mཡང་།,
,,475,3,《པེ་》《སྣར་》,mབྱང་།,
,,476,4,《པེ་》《སྣར་》,mཏུ།,
,,477,5,《པེ་》《སྣར་》,pསྐྱེ།,
,74,478,1,《པེ་》《སྣར་》,བསྒྲུབ།,
,,479,2,《པེ་》《སྣར་》,སྨིག,
,,480,3,《པེ་》,mསྒྲ།,
,,481,4,《པེ་》《སྣར་》,ཀྱི།,
,,482,5,《པེ་》《སྣར་》,བརླབ།,
,75,483,1,《པེ་》《སྣར་》,གི། ,
,,484,2,《པེ་》《སྣར་》,།། །།,
,,485,3,《པེ་》《སྣར་》,དེ།,
,,486,4,《པེ་》《སྣར་》,པ།,
,77,487,1,《པེ་》《སྣར་》,mལྟ་བུའི་དགེ་སློང་དག་འབྱུང་…...དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི། (ཞེས་པའི་གཡུང་དྲུང་རྟགས་བར་གྱི་ཡི་གེ་འདི་རྣམས་《པེ་》《སྣར་》ལ་མི་བཞུགས་པས་དཔེ་བསྡུར་བྱུང་མེད།),
,,488,2,《པེ་》《སྣར་》,བསྒྱུར།,
,,489,3,《པེ་》《སྣར་》,mདགེ་བྱེད་དང་།,
,,490,4,《པེ་》《སྣར་》,སྡོང་།,
,,491,5,《པེ་》《སྣར་》,བརྒྱ་བརྒྱ་བཟུང་།,
,78,492,1,《པེ་》《སྣར་》,ཅིག,
,,493,2,《པེ་》《སྣར་》,ཅིག,
,,494,3,《པེ་》《སྣར་》,སྦྲེལ་བ་སུ། ཟབ་པ།,
,,495,4,《པེ་》《སྣར་》,བས། ,
,,496,5,《པེ་》《སྣར་》,pཅེས།,
,79,497,1,《པེ་》《སྣར་》,ན།,
,,498,2,《པེ་》《སྣར་》,pཀྱི།,
,,499,3,《པེ་》《སྣར་》,ཀྱི།,
,,500,4,《པེ་》《སྣར་》,mསླར།,
,,501,5,《པེ་》《སྣར་》,ནི།,
,,502,6,《པེ་》《སྣར་》,pཔ།,
,,503,7,《ཅོ་》,སླུ།,
,,504,8,《པེ་》《སྣར་》,ཤཱ་ར་དྭཱ།,《ཅོ་》,ཤཱ་ར་དྭ།
,80,505,1,《པེ་》《སྣར་》,བུར།,
,,506,2,《པེ་》《སྣར་》,འཚོང་།,
,,507,3,《པེ་》《སྣར་》,mལ།,
,,508,4,《པེ་》《སྣར་》,མི།,
,,509,5,《པེ་》《སྣར་》,རེས།,
,,510,6,《པེ་》《སྣར་》,གྱི།,
,,511,7,《པེ་》《སྣར་》,གྱིས།,
,,512,8,《པེ་》《སྣར་》,རྣམས།,
,81,513,1,《པེ་》《སྣར་》,དག,
,,514,2,《པེ་》《སྣར་》,mདེ་དག་གི་ལྕེ་གཤེགས་ནས།,
,,515,3,《པེ་》《སྣར་》,འཛེར།,
,,516,4,《སྣར་》,སྲུངས།,
,,517,5,《པེ་》《སྣར་》,བར།,
,,518,6,《པེ་》《སྣར་》,གིས།,
,,519,7,《པེ་》《སྣར་》,འགྱུར་རོ།,
,,520,8,《པེ་》《སྣར་》,སྔགས།,
,,521,9,《པེ་》《སྣར་》,།། །།,
,,522,10,《པེ་》《སྣར་》,བསྟེན་པ།,
,,523,11,《པེ་》《སྣར་》,pབ།,
,,524,12,《པེ་》《སྣར་》,བརྙེད།,
,,525,13,《པེ་》《སྣར་》,གྱིས།,
,,526,14,《པེ་》《སྣར་》,mཔ།,
,,527,15,《པེ་》《སྣར་》,mཉིད།,
,,528,16,《པེ་》《སྣར་》,དག,
,82,529,1,《པེ་》《སྣར་》,གི།,
,,530,2,《པེ་》《སྣར་》,།། །།,
,,531,3,《པེ་》《སྣར་》,mལྔ།,
,,532,4,《པེ་》《སྣར་》,འབྱོལ།,
,,533,5,《པེ་》《སྣར་》,mཔ།,
,,534,6,《པེ་》《སྣར་》,mལྔ།,
,,535,7,《པེ་》,སྡུ་བས།,《སྣར་》,བསྡུ་པ།
,,536,8,《པེ་》《སྣར་》,mགང་།,
,,537,9,《པེ་》《སྣར་》,སྨྲས།,
,83,538,1,《པེ་》《སྣར་》,ཡིན།,
,,539,2,《སྣར་》,སྨྲས།,
,,540,3,《པེ་》《སྣར་》,དཔའ།,
,,541,4,《པེ་》《སྣར་》,བསྐྱེད།,
,,542,5,《པེ་》《སྣར་》,mཉིད།,
,,543,6,《ཅོ་》,བཅད།,
,,544,7,《པེ་》《སྣར་》,གྱི།,
,,545,8,《པེ་》《སྣར་》,རོ།།,
,84,546,1,《པེ་》《སྣར་》,།། །།,
,,547,2,《པེ་》《སྣར་》,mསྟེ།,
,,548,3,《པེ་》《སྣར་》,pཔ།,
,,549,4,《པེ་》《སྣར་》,mརྣམ་པ།,
,85,550,1,《པེ་》《སྣར་》,གནས།,
,,551,2,《པེ་》《སྣར་》,དཔས།,
,,552,3,《པེ་》《སྣར་》,པ།,
,,553,4,《པེ་》《སྣར་》,སྙམ།,
,,554,5,《པེ་》《སྣར་》,བྱའོ། །,
,,555,6,《པེ་》《སྣར་》,pཔ།,
,,556,7,《པེ་》《སྣར་》,པ།,
,,557,8,《པེ་》,འཐབས་ཤིང་།,《སྣར་》,འཐབས་ཅིང་།
,,558,9,《པེ་》《སྣར་》,པ།,
,,559,10,《པེ་》《སྣར་》,ཆགས།,
,,560,11,《པེ་》《སྣར་》,ཁོན་དུ་འཛིན་ཏེ།,
,,561,12,《པེ་》《སྣར་》,དེ།,
,,562,13,《པེ་》《སྣར་》,mཉིད།,
,,563,14,《པེ་》《སྣར་》,བཏང་།,
,86,564,1,《པེ་》,འཐབས་ཤིང་།,《སྣར་》,ཐབས་ཤིང་།
,,565,2,《པེ་》《སྣར་》,བྱས་པ།,
,,566,3,《པེ་》《སྣར་》,གི།,
,,567,4,《པེ་》《སྣར་》,གི།,
,,568,5,《པེ་》《སྣར་》,ཟློག,
,,569,6,《པེ་》《སྣར་》,pདེ་ལྟར།,
,,570,7,《པེ་》《སྣར་》,འཁྲུགས།,
,,571,8,《པེ་》《སྣར་》,གི།,
,,572,9,《པེ་》《སྣར་》,དོ།,
,,573,10,《པེ་》《སྣར་》,འཚོལ།,
,,574,11,《པེ་》《སྣར་》,པ།,
,,575,12,《པེ་》《སྣར་》,འཁྲུགས།,
,,576,13,《པེ་》《སྣར་》,འཁྲུགས།,
,87,577,1,《པེ་》《སྣར་》,སྐྱེད།,
,,578,2,《པེ་》《སྣར་》,གཅིག,
,,579,3,《པེ་》《སྣར་》,པ།,
,,580,4,《པེ་》《སྣར་》,པ།,
,,581,5,《པེ་》《སྣར་》,ཅིག,
,,582,6,《པེ་》《སྣར་》,ཅིག,
,88,583,1,《པེ་》《སྣར་》,mལན་ཅིག,
,,584,2,《པེ་》《སྣར་》,བཅད།,
,,585,3,《པེ་》《སྣར་》,གི།,
,,586,4,《པེ་》《སྣར་》,pཔ།,
,,587,5,《པེ་》《སྣར་》,གཅོད།,
,,588,6,《པེ་》《སྣར་》,ལོ།,
,,589,7,《པེ་》《སྣར་》,འགྱུར་ཞིང་།,
,,590,8,《པེ་》《སྣར་》,ལོ།,
,,591,9,《པེ་》《སྣར་》,པར།,
,,592,10,《པེ་》《སྣར་》,བསྐྱེད།,
,,593,11,《སྣར་》,pཡང་།,
,,594,12,《པེ་》《སྣར་》,ཆེན་པོ།,
,,595,13,《པེ་》《སྣར་》,བསྐྱེད།,
,89,596,1,《སྣར་》,mམོ།,
,,597,2,《པེ་》《སྣར་》,ཀྱི།,
,,598,3,《པེ་》《སྣར་》,བསྐྱེད།,
,,599,4,《པེ་》《སྣར་》,mལ།,
,,600,5,《པེ་》《སྣར་》,པར།,
,,601,6,《པེ་》《སྣར་》,གྱུར།,
,,602,7,《པེ་》《སྣར་》,ཅིག,
,,603,8,《པེ་》《སྣར་》,pཆོས།,
,,604,9,《པེ་》《སྣར་》,བསྐྱེད་དོ། ,
,,605,10,《སྣར་》,སྨྲ།,
,,606,11,《པེ་》《སྣར་》,།། །།,
,90,607,1,《པེ་》《སྣར་》,pརྫོགས་པར།,
,,608,2,《པེ་》《སྣར་》,པོ།,
,,609,3,《པེ་》《སྣར་》,བཟུང་།,
,,610,4,《པེ་》《སྣར་》,པའི།,
,,611,5,《པེ་》《སྣར་》,ལས།,
,,612,6,《པེ་》《སྣར་》,ཡིད་ལ་བྱེད་ཅེ།,
,,613,7,《པེ་》《སྣར་》,mཅིག,
,,614,8,《པེ་》《སྣར་》,བརླབ།,
,,615,9,《པེ་》《སྣར་》,མ་འམ་ཕ་མ།,
,,616,10,《པེ་》《སྣར་》,mསེམས་དཔའ།,
,91,617,1,《པེ་》《སྣར་》,mལ།,
,,618,2,《པེ་》《སྣར་》,པའི།,
,,619,3,《པེ་》《སྣར་》,པར།,
,,620,4,《པེ་》《སྣར་》,བའི།,
,,621,5,《པེ་》《སྣར་》,དེ།,
,,622,6,《པེ་》《སྣར་》,སྒྲུབ།,
,,623,7,《པེ་》《སྣར་》,ཀྱི།,
,92,624,1,《སྣར་》,ལ།,
,,625,2,《པེ་》《སྣར་》,དང་།,
,,626,3,《པེ་》《སྣར་》,pམ།,
,,627,4,《པེ་》《སྣར་》,pམི།,
,,628,5,《པེ་》《སྣར་》,པར།,
,,629,6,《པེ་》《སྣར་》,ལ།,
,,630,7,《པེ་》《སྣར་》,mཇི་སྲིད་དུ་དོན་མ་ཡིན་པ་བྱེད་པར་འདོད་དོ་ཞེས་བྱ་བའི་བར་དང་།,
,,631,8,《པེ་》《སྣར་》,འམ།,
,,632,9,《པེ་》《སྣར་》,པ།,
,93,633,1,《པེ་》《སྣར་》,mའདི་ལ་དོན་བྱེད་པར་འདོད་དོ་ཞེས་བྱ་བའི་བར་དང་།,
,,634,2,《པེ་》《སྣར་》,mལ།,
,,635,3,《པེ་》《སྣར་》,ཡངས།,
,,636,4,《པེ་》《སྣར་》,བསྒོམ།,
,,637,5,《སྣར་》,ཅིག,
,,638,6,《པེ་》《སྣར་》,ཀྱིས།,
,94,639,1,《པེ་》《སྣར་》,སངས་རྒྱས་པ།,
,,640,2,《པེ་》《སྣར་》,།། །།,
,,641,3,《པེ་》《སྣར་》,ཆེ།,
,,642,4,《པེ་》《སྣར་》,mལ།,
,,643,5,《པེ་》《སྣར་》,དཔའི།,
,,644,6,《པེ་》《སྣར་》,mཔའི་སེམས།,
,,645,7,《པེ་》《སྣར་》,ཤཱ་རདྭཱ།,
,,646,8,《པེ་》《སྣར་》,སླའི།,
,,647,9,《པེ་》《སྣར་》,དཔའ།,
,,648,10,《པེ་》《སྣར་》,།། །།,
,,649,11,《པེ་》《སྣར་》,པ།,
,95,650,1,《པེ་》《སྣར་》,མགོན།,
,,651,2,《པེ་》《སྣར་》,པ།,
,,652,3,《པེ་》《སྣར་》,།། །།,
,,653,4,《པེ་》《སྣར་》,གིས།,
,,654,5,《པེ་》《སྣར་》,ཀྱི།,
,,655,6,《པེ་》《སྣར་》,པ།,
,,656,7,《པེ་》《སྣར་》,སྒྲུབ།,
,,657,8,《པེ་》《སྣར་》,སྐྱེད།,
,,658,9,《སྣར་》,གཏང་།,
,,659,10,《པེ་》《སྣར་》,ནན་གྱིས་དཔེར་བྱ་ན།,
,,660,11,《པེ་》《སྣར་》,གིས།,
,96,661,1,《པེ་》《སྣར་》,mགིས།,
,,662,2,《པེ་》《སྣར་》,mགིས།,
,,663,3,《པེ་》《སྣར་》,mཅིག,
,,664,4,《པེ་》《སྣར་》,བསྐྱེད་དེ།,
,97,665,1,《པེ་》《སྣར་》,པར་བསྐྱེད།,
,,666,2,《པེ་》《སྣར་》,གྱི།,
,,667,3,《པེ་》《སྣར་》,འདི།,
,,668,4,《པེ་》《སྣར་》,པར་བསྐྱེད།,
,,669,5,《པེ་》《སྣར་》,སངས་རྒྱས།,
,,670,6,《པེ་》《སྣར་》,བསྐྱེད།,
,98,671,1,《པེ་》《སྣར་》,ལ།,
,,672,2,《པེ་》《སྣར་》,བསྐྱེད།,
,,673,3,《པེ་》《སྣར་》,།། །།,
,,674,4,《པེ་》《སྣར་》,བསྐྱེད།,
,,675,5,《པེ་》《སྣར་》,བསྐྱེད།,
,99,676,1,《པེ་》《སྣར་》,mཔ།,
,,677,2,《པེ་》《སྣར་》,འབྲེང་།,
,,678,3,《པེ་》《སྣར་》,ཅིག,
,,679,4,《པེ་》《སྣར་》,འབྲེང་།,
,,680,5,《པེ་》《སྣར་》,ཀྱི།,
,,681,6,《པེ་》《སྣར་》,བར།,
,,682,7,《པེ་》《སྣར་》,བསྐྱེད།,
,,683,8,《པེ་》《སྣར་》,ཀྱི།,
,,684,9,《པེ་》《སྣར་》,བསྐྱེད།,
,100,685,1,《པེ་》《སྣར་》,བསྐྱེད།,
,,686,2,《སྣར་》,གཅིག,
,,687,3,《པེ་》《སྣར་》,ཅིག,
,,688,4,《པེ་》《སྣར་》,བསྐྱེད།,
,,689,5,《པེ་》,ཅིག,
,,690,6,《པེ་》,ཅིག་ཟན་གཅིག,《སྣར་》,གཅིག་ཟན་ཅིག
,,691,7,《པེ་》《སྣར་》,mཀྱི།,
,,692,8,《པེ་》《སྣར་》,mདག,
,,693,9,《པེ་》《སྣར་》,ཅིག,
,,694,10,《པེ་》《སྣར་》,བསྐྱེད།,
,101,695,1,《པེ་》《སྣར་》,བསྐྱེད།,
,,696,2,《པེ་》《སྣར་》,mརང་།,
,,697,3,《པེ་》,བསྐྱེད་ན།,
,,698,4,《པེ་》,བསྐྱེད།,
,,699,5,《པེ་》《སྣར་》,mགཞན།,
,102,700,1,《པེ་》,ཅིག,
,,701,2,《པེ་》《སྣར་》,བསྐྱེད།,
,,702,3,《པེ་》《སྣར་》,mགཞན།,
,,703,4,《པེ་》《སྣར་》,བསྐྱེད།,
,103,704,1,《པེ་》《སྣར་》,གཞན་གང་།,
,,705,2,《པེ་》《སྣར་》,བསྐྱེད།,
,,706,3,《པེ་》《སྣར་》,གཞན་གང་ལ་ལ།,
,,707,4,《པེ་》《སྣར་》,བསྐྱེད།,
,,708,5,《པེ་》《སྣར་》,བསྐྱེད།,
,,709,6,《པེ་》《སྣར་》,བསྐྱེད།,
,104,710,1,《པེ་》《སྣར་》,གྱི།,
,,711,2,《པེ་》《སྣར་》,བསྐྱེད།,
,,712,3,《པེ་》《སྣར་》,བསྐྱེད།,
,,713,4,《པེ་》《སྣར་》,mཀྱི།,
,,714,5,《པེ་》《སྣར་》,བསྐྱེད།,
,,715,6,《པེ་》《སྣར་》,སྙོགས།,
,,716,7,《པེ་》《སྣར་》,བསྐྱེད།,
,,717,8,《པེ་》《སྣར་》,བསྐྱེད།,
,,718,9,《པེ་》《སྣར་》,ནས།,
,105,719,1,《པེ་》《སྣར་》,ན།,
,,720,2,《པེ་》《སྣར་》,བསྐྱེད།,
,,721,3,《པེ་》《སྣར་》,བསྐྱེད།,
,,722,4,《པེ་》《སྣར་》,དང་།,
,,723,5,《པེ་》《སྣར་》,བཅད།,
,,724,6,《པེ་》《སྣར་》,pདང་།,
,,725,7,《པེ་》《སྣར་》,བཤིགས།,
,,726,8,《པེ་》《སྣར་》,སྐྱོན།,
,,727,9,《པེ་》《སྣར་》,བསྐྱེད།,
,,728,10,《པེ་》《སྣར་》,སྤང་བ།,
,106,729,1,《སྣར་》,mདག,
,,730,2,《སྣར་》,ཀྱི།,
,,731,3,《པེ་》《སྣར་》,པར་བསྐྱེད།,
,,732,4,《པེ་》《སྣར་》,པར་བསྐྱེད།,
